지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
진주,2025.8.23,28.7,,0.5,79.5,11.4,25.48
진주,2025.8.24,29.1,,0.6,79.1,11.4,24.37
진주,2025.8.25,28.7,,0.6,79.3,9.7,20
진주,2025.8.26,28,9.1,0.7,83.3,7.3,16.69
진주,2025.8.27,27.3,,0.4,80.9,9.2,21.91
진주,2025.8.28,27.5,,0.5,80.9,9.3,20.1
진주,2025.8.29,28.5,,0.6,80.5,10.3,23.11
진주,2025.8.30,28.8,,0.5,77.6,10.9,24.23
진주,2025.8.31,26.3,5.4,0.3,89.6,3.1,10.81
진주,2025.9.1,26.5,7,0.5,90.6,3,11.45
진주,2025.9.2,27.3,,0.4,87.3,6,14.68
진주,2025.9.3,26.9,,0.4,83,5.1,15.89
진주,2025.9.4,26.2,19.6,0.6,84.6,5.5,17.43
진주,2025.9.5,26.7,,0.4,83,8,18.93
진주,2025.9.6,27,0.4,0.5,85.1,6.9,18.21
진주,2025.9.7,26.7,1.4,0.8,88.9,2.6,10.3
진주,2025.9.8,25.5,0.1,0.4,83.3,1.8,12.55
진주,2025.9.9,20.5,52.2,0.5,91.4,0.2,5.35
진주,2025.9.10,23.1,0.2,0.6,85.9,4.6,15.01
진주,2025.9.11,23.9,,0.8,80.1,7.4,17.75
진주,2025.9.12,23.9,0,0.4,83.6,1.1,9.1
진주,2025.9.13,25.9,4.2,0.6,89.6,1.3,8.31
진주,2025.9.14,25.7,0,0.4,83.3,6.1,16.09
진주,2025.9.15,25.1,0,0.2,89.5,2.3,10.04
진주,2025.9.16,26.5,1,0.5,87.5,6.6,16.11
진주,2025.9.17,25.1,10.1,0.7,88.6,5.6,13.89
진주,2025.9.18,21.9,0,0.6,84.1,1.6,8.85
진주,2025.9.19,20.8,,0.4,77.3,2.7,12.66
진주,2025.9.20,21.4,3.4,0.7,84.9,2.8,11.1
진주,2025.9.21,19.4,,0.6,77.6,7.4,17.22
진주,2025.9.22,19.8,,0.7,72.4,6,15.42
진주,2025.9.23,21,,0.6,69.4,6.9,17.92
진주,2025.9.24,22.1,3.3,0.2,85.1,0.2,8.61
진주,2025.9.25,21.9,3.5,0.1,97.3,0,4.5
진주,2025.9.26,23.3,,0.4,83.5,7.8,18.5
진주,2025.9.27,22.6,0,0.3,77.6,6.9,15.6
진주,2025.9.28,21.1,8.4,0.5,90.1,0.8,6.71
진주,2025.9.29,20.3,,0.3,81.8,5.8,14.75
진주,2025.9.30,19.1,,0.3,82.8,6.2,14.57
진주,2025.10.1,19,,0.4,79,10.1,19.91
진주,2025.10.2,18.6,0.4,0.2,86,0.6,7.66
진주,2025.10.3,16.9,88.8,0.3,96.6,0,2.09
진주,2025.10.4,20.8,3.7,0.2,91.8,3.2,11.99
진주,2025.10.5,22,1.3,0.1,91.4,2,8.69
진주,2025.10.6,19.8,4.7,0.1,96.6,0,1.94
진주,2025.10.7,19.6,7.7,0.1,97.3,0,3.05
진주,2025.10.8,20.6,,0.3,89.5,1,7.18
진주,2025.10.9,19.1,0,0.4,79.8,3,8.94
진주,2025.10.10,18.3,,0.3,82.9,10.1,17.69
진주,2025.10.11,20,,0.3,82.3,10,18.01
진주,2025.10.12,20.6,0.7,0.5,86.1,7.8,14.87
진주,2025.10.13,19.9,0,0.2,90.8,0.6,5.97
진주,2025.10.14,18.9,39.7,0.4,92,0,3.74
진주,2025.10.15,19.2,0.7,0.3,90.5,2,6.76
진주,2025.10.16,20.1,20.8,0.3,90.4,0.9,7.33
진주,2025.10.17,19.1,,0.3,85.5,5.5,12.37
진주,2025.10.18,19.1,0.3,0.3,89,0,3.75
진주,2025.10.19,17.4,,0.3,85,1.3,7.95
진주,2025.10.20,15,,0.5,78.1,8.7,15.14
진주,2025.10.21,14.3,,0.3,80.5,0,5.14
진주,2025.10.22,15.5,,0.9,77.1,8.1,14.39
진주,2025.10.23,15.6,,0.4,79.8,8.1,15.18
진주,2025.10.24,15.6,,0.6,79,9.4,16.19
진주,2025.10.25,15.5,,0.2,82.6,7.6,14.04
진주,2025.10.26,14.5,0,0.5,68.1,6.3,12.55
진주,2025.10.27,10.2,,1.1,59.1,9.8,17.13
진주,2025.10.28,7.6,,0.5,62.1,9.8,17.22
진주,2025.10.29,7.9,,0.3,71,9.6,16.37
진주,2025.10.30,9.6,,0.2,77.4,6.2,11.84
진주,2025.10.31,10.8,,0.2,76.3,8,14.28
진주,2025.11.1,11.5,0.3,0.5,72.1,9,14.56
진주,2025.11.2,10.7,0,0.7,61.1,9.4,15.56
홍성,2022.1.1,-5.5,,0.5,69.8,8.7,10.07
홍성,2022.1.2,-0.6,0,1.1,68.1,7.4,9.85
홍성,2022.1.3,-2,,0.7,77,7.5,8.5
홍성,2022.1.4,-0.9,0,1.2,63.8,9,11.01
홍성,2022.1.5,-3.1,,0.7,69.6,0,5
홍성,2022.1.6,-2.3,,0.9,68.9,9.2,11.73
홍성,2022.1.7,-3,,0.4,70.9,9.1,11.3
홍성,2022.1.8,0.3,,0.9,73.8,4.1,7.07
홍성,2022.1.9,1,,0.6,77.5,7.3,8.1
홍성,2022.1.10,-0.3,0.1,0.3,78.9,2.1,6.09
홍성,2022.1.11,-3.7,0.2,2.9,57.4,8.8,11.77
홍성,2022.1.12,-5.4,0,1,62.5,9.2,11.87
홍성,2022.1.13,-4.5,0.5,2,67.6,5.5,7.37
홍성,2022.1.14,-4.6,,0.9,60,9.3,12.52
홍성,2022.1.15,0.2,0,0.8,64.1,2.4,6.69
홍성,2022.1.16,0.3,0,2.4,54.3,9,11.92
홍성,2022.1.17,-3.4,0.3,1.4,67.8,5.7,9.04
홍성,2022.1.18,-5.5,,0.8,61.5,9.3,13.05
홍성,2022.1.19,-3.9,1,1.5,72.5,2.9,5.47
홍성,2022.1.20,-5.4,,1,73.4,9.4,13.16
홍성,2022.1.21,-3.8,,0.5,64.1,9.5,12.18
홍성,2022.1.22,0.3,,0.5,65.3,1.6,6.09
홍성,2022.1.23,2,,1.4,64.6,6,9.1
홍성,2022.1.24,2.9,,0.7,68.9,4.5,7.4
홍성,2022.1.25,4.1,0,0.8,72.5,0,2.24
홍성,2022.1.26,1.4,,1,68.8,7.2,10.01
홍성,2022.1.27,-1.2,,0.9,67.6,9.3,12.4
홍성,2022.1.28,-1.8,,0.9,65.6,9.4,13.45
홍성,2022.1.29,-3.2,,1.1,62.8,9.4,13.99
홍성,2022.1.30,-2.9,,0.9,60.8,9.6,14.03
홍성,2022.1.31,-0.7,3.1,1.2,68.8,9.6,13.66
홍성,2022.2.1,0.3,1,1.9,71.9,0.9,5.11
홍성,2022.2.2,-1.3,,1.1,62.1,8.4,13.38
홍성,2022.2.3,-2.5,,1.2,62.1,9.7,15.06
홍성,2022.2.4,-3.2,0.6,1.7,69.6,6.7,10.59
홍성,2022.2.5,-4,0,1.4,64.6,6.2,10.65
홍성,2022.2.6,-2,,1.6,60.6,7.3,11.33
홍성,2022.2.7,-2.6,,0.9,59.9,3.6,8.47
홍성,2022.2.8,-0.4,,1.2,62.8,7.4,11.64
홍성,2022.2.9,-0.1,,0.7,62.6,9.2,13.58
홍성,2022.2.10,1.2,,1.2,61,9.8,14.11
홍성,2022.2.11,0.9,,1.2,66.5,9.2,13.68
홍성,2022.2.12,2.1,,1,58,9.5,14.82
홍성,2022.2.13,2.6,,1,66,5.3,9.87
홍성,2022.2.14,1.7,1.7,1.9,70.9,7.3,10.64
홍성,2022.2.15,-2.8,0,2.2,65,3.3,8.72
홍성,2022.2.16,-5,0.7,2.3,61.5,6.3,11.57
홍성,2022.2.17,-5.4,0,1.8,54.9,10.1,16.45
홍성,2022.2.18,-2,,0.8,52.8,9.5,16.64
홍성,2022.2.19,-0.4,0,1.4,61.4,1.8,6.66
홍성,2022.2.20,-3.1,0,2.5,47.5,10.3,17.56
홍성,2022.2.21,-1.6,0,2.2,62.5,8.4,13.6
홍성,2022.2.22,-2.4,0,1.7,48.4,7.1,13.31
홍성,2022.2.23,-4.7,,1.7,50.8,10.1,17.93
홍성,2022.2.24,-1.9,,1.3,61.4,10.5,17.91
홍성,2022.2.25,2.6,,2.1,79.4,8.9,14.7
홍성,2022.2.26,6.1,0,3.9,75.5,5.4,11.66
홍성,2022.2.27,5,,3.2,51.9,10.6,18.35
홍성,2022.2.28,6.8,,1.5,53.5,8.3,13.58
홍성,2022.3.1,6.5,0.6,1.6,73.1,3.6,9.1
홍성,2022.3.2,3.4,,2.2,63.1,10.7,19.04
홍성,2022.3.3,6.3,,2.1,70.1,10.5,18.35
홍성,2022.3.4,7.7,,3.4,65,6.8,14.22
홍성,2022.3.5,3.5,,3.4,37.3,10.6,19.75
홍성,2022.3.6,2,,1.8,37.3,10.9,20.09
홍성,2022.3.7,2.1,,1.1,58.8,8.7,16.2
홍성,2022.3.8,4,,1.2,71.6,10.5,17.87
홍성,2022.3.9,6.1,,0.9,74.1,8.7,17.84
홍성,2022.3.10,6.9,,1.5,67.4,7.6,14.55
홍성,2022.3.11,9.3,,0.6,74.6,0.2,5.77
홍성,2022.3.12,13.2,,1.7,77.3,2.9,10.28
홍성,2022.3.13,12.2,21.6,2.2,96.5,0,1.51
홍성,2022.3.14,8.8,10.1,2.5,93.5,0.1,2.81
홍성,2022.3.15,6.9,,1.2,79.6,9.4,19.2
홍성,2022.3.16,8.5,,1.2,70.1,8.8,17.37
홍성,2022.3.17,8,6.2,1.3,88.8,0,2.81
홍성,2022.3.18,7.4,1,3.1,77.4,0,5.03
홍성,2022.3.19,4.5,9.7,2.1,85.3,0.7,5.55
홍성,2022.3.20,5,,1.9,70.6,6.8,15.97
홍성,2022.3.21,4.7,,1.1,57.8,7.3,15.27
홍성,2022.3.22,6.1,,1.4,60.9,11,20.94
홍성,2022.3.23,5.1,0,1.2,68.6,1,9.18
홍성,2022.3.24,8.5,,1.9,65.4,8.2,16.87
홍성,2022.3.25,11.6,11.9,1.2,73.3,1,8.74
홍성,2022.3.26,10.8,17.5,2.5,84.6,4.6,11.82
홍성,2022.3.27,7.8,,2.5,53.6,11,21.41
홍성,2022.3.28,6.3,,1,54.4,11.6,23
홍성,2022.3.29,8.7,,1.2,65.1,11.5,22.88
홍성,2022.3.30,9.7,0.8,0.9,91.5,0.9,7.02
홍성,2022.3.31,9.9,,1.4,78.3,0.6,9.51
홍성,2022.4.1,7.7,,1.2,66.8,9.5,19.16
홍성,2022.4.2,6.3,,1.7,63.4,11.1,23.36
홍성,2022.4.3,7.6,,1.4,61.6,11.8,24.11
홍성,2022.4.4,8.7,,1.3,56.5,12,24.26
홍성,2022.4.5,8.1,,1.8,53.8,7.4,18.21
홍성,2022.4.6,10.8,,1.5,55.8,8.9,20.7
홍성,2022.4.7,10.3,0.3,2.3,55.1,9.9,23.42
홍성,2022.4.8,12.1,,1.8,51.6,12.1,24.68
홍성,2022.4.9,18.5,0,3.9,37.5,10.6,22.16
홍성,2022.4.10,18,,2.6,47.3,11.7,23.63
홍성,2022.4.11,18.3,,1.7,71.6,11,21.74
홍성,2022.4.12,17.2,,2.6,84.6,7.5,18.94
홍성,2022.4.13,11.4,27.3,1.6,97.8,0,1.89
홍성,2022.4.14,10.2,11.5,2.6,86.4,1.1,7.42
홍성,2022.4.15,12.2,,2,57.8,12,25.36
홍성,2022.4.16,11.6,,1.5,59.1,12.1,24.95
홍성,2022.4.17,12.5,,2.2,58.5,12,25.85
홍성,2022.4.18,13.5,,1.4,51.5,9,20.64
홍성,2022.4.19,13.8,,1.7,53.8,12.2,25.74
홍성,2022.4.20,13.3,,2.2,54.6,12.4,26.33
홍성,2022.4.21,13.3,,2.2,59,10.6,22.41
홍성,2022.4.22,15,,3.4,77.8,3.9,14.25
홍성,2022.4.23,16.1,,1.3,68.8,8.8,20.04
홍성,2022.4.24,17.9,,1.8,78,7.5,22.62
홍성,2022.4.25,19.6,1.4,0.9,78.8,2.2,12.43
홍성,2022.4.26,18.9,13.2,1.9,72.9,5.7,18.65
홍성,2022.4.27,15.4,,2.2,42.9,11.8,25.33
홍성,2022.4.28,14.9,,1.2,58.8,8.6,21.93
홍성,2022.4.29,13.2,14.3,2.4,75.6,5.6,19.07
홍성,2022.4.30,12.4,,1.6,73.8,6.3,20.2
홍성,2022.5.1,12.7,,2.7,59,12.2,27.67
홍성,2022.5.2,12.6,0,2,59.6,11.8,24.02
홍성,2022.5.3,12.8,,2.3,52.9,13,28.02
홍성,2022.5.4,15.7,,2.4,40.1,12.7,27.2
홍성,2022.5.5,16.5,,1.6,59.6,13.1,28.76
홍성,2022.5.6,17.9,,1.3,72.6,12.2,26.76
홍성,2022.5.7,16.5,0,1.8,62.5,7.9,22.56
홍성,2022.5.8,15.4,1.6,1.3,62.5,3.7,15.03
홍성,2022.5.9,16.5,0.6,1.7,64.9,10.1,25.85
홍성,2022.5.10,17.5,,1.4,52.1,10.4,27.06
홍성,2022.5.11,18,,1.2,55.8,6.8,21.04
홍성,2022.5.12,18.7,,1.2,62.6,10.5,23.92
홍성,2022.5.13,18,,1.7,54.9,6.1,14.85
홍성,2022.5.14,14.4,,2.5,48.9,11.8,27.59
홍성,2022.5.15,14.6,,2.1,47.4,12.8,27.8
홍성,2022.5.16,15.9,,2.7,55.4,13.2,28.61
홍성,2022.5.17,18.7,,2.6,63.1,12.9,27.19
홍성,2022.5.18,20.4,,3.1,48.8,12.6,25.35
홍성,2022.5.19,19.5,,3.1,43,8.6,20.42
홍성,2022.5.20,19,,1.9,59.9,10.3,25.84
홍성,2022.5.21,19,,2.2,76.1,12.5,27.31
홍성,2022.5.22,18.6,,3,78.9,12.6,27.39
홍성,2022.5.23,21,,2.6,71.5,12.9,26.61
홍성,2022.5.24,20.7,,1.7,64.1,13.4,28.68
홍성,2022.5.25,19.6,1.5,1.8,73.8,9,22.36
홍성,2022.5.26,18.4,0.7,2.5,60.3,13.7,30.1
홍성,2022.5.27,19.8,,2.8,63,13.4,29.66
홍성,2022.5.28,21.6,,2.6,59,13.4,26.79
홍성,2022.5.29,22,,1.7,69.4,10.1,25
홍성,2022.5.30,20.2,0,1.5,71.8,0.7,9.84
홍성,2022.5.31,19,,2.2,53.5,13.5,29.37
홍성,2022.6.1,21.3,,2.2,43.8,13.6,30.69
홍성,2022.6.2,20.6,,1.9,72.1,12.7,28.63
홍성,2022.6.3,22.7,,1.5,70.5,10.4,25.82
홍성,2022.6.4,24.1,,1.3,69.4,8.2,20.87
홍성,2022.6.5,19.3,1.4,1.4,84,0.3,6.16
홍성,2022.6.6,19.4,1,1.7,79.4,4.1,14.48
홍성,2022.6.7,17.6,0,1.3,76.1,2.2,11.72
홍성,2022.6.8,19.8,,1.3,79.5,7.7,18.45
홍성,2022.6.9,20.7,,1.1,77.8,7,19.34
홍성,2022.6.10,21.8,,1.3,71.4,7.7,20.84
홍성,2022.6.11,23.2,,2,67.6,12.2,27.18
홍성,2022.6.12,22.6,,1.7,75.6,9.7,22.87
홍성,2022.6.13,23.4,,2.3,62.5,10.2,23.57
홍성,2022.6.14,18.8,3.4,2.9,72.8,2,11.74
홍성,2022.6.15,18.8,16.9,1.9,90.3,3.9,13.19
홍성,2022.6.16,20.9,,1.4,72.8,8,21.96
홍성,2022.6.17,21.6,0,1.4,85.5,0.3,8.12
홍성,2022.6.18,23.2,,2,81.6,6.3,17.73
홍성,2022.6.19,23.8,0.3,1.6,85.4,4.4,14.81
홍성,2022.6.20,25.2,,1.1,80.3,6.3,18.21
홍성,2022.6.21,24.8,,1.4,80.6,11.3,26.3
홍성,2022.6.22,25,,1.8,75.8,11.5,25.82
홍성,2022.6.23,24.1,32.5,2.6,94.4,1.1,7.04
홍성,2022.6.24,23.4,11.1,2.9,89.5,2.7,13.23
홍성,2022.6.25,25.9,,2.8,83.5,5.2,16.66
홍성,2022.6.26,26.8,0.3,3,81.8,1.4,8.33
홍성,2022.6.27,28.2,0,3.1,75.1,0.4,9.68
홍성,2022.6.28,28.4,0,4.6,71,3.1,14.87
홍성,2022.6.29,25.8,122.5,3.3,92.5,0,4.8
홍성,2022.6.30,27.2,2.2,3,83.1,1,11.29
홍성,2022.7.1,27.7,,1.9,77.9,12.7,28.02
홍성,2022.7.2,27.1,,0.9,85.9,10,20.94
홍성,2022.7.3,27.7,,1.1,77.4,11,24.35
홍성,2022.7.4,27.4,0,1,81.3,7,19.74
홍성,2022.7.5,27.3,0,0.9,84.8,4.4,15.6
홍성,2022.7.6,29.5,,1.6,74,8.1,22.56
홍성,2022.7.7,28.4,1,3,81,3.1,12.44
홍성,2022.7.8,26.8,0,2.7,78.8,8.1,21.43
홍성,2022.7.9,26.4,,1.2,82.8,7.7,20.58
홍성,2022.7.10,27.7,0,1.6,77.9,9.1,23.53
홍성,2022.7.11,25.2,16.5,0.9,92.1,2.8,11.84
홍성,2022.7.12,26.1,0,0.8,90.1,0.3,9.29
홍성,2022.7.13,25.6,40.9,1.9,95.1,0,1.98
홍성,2022.7.14,25.3,0,2.2,88.4,3.8,16.87
홍성,2022.7.15,25,,1.4,82.8,9,22.38
홍성,2022.7.16,26,0,2.1,78,11.6,27.11
홍성,2022.7.17,25.7,,1.8,79.5,8.8,23.49
홍성,2022.7.18,23.4,8.4,1.2,95,0.2,6.17
홍성,2022.7.19,25.4,,1.9,83.4,6.9,22.39
홍성,2022.7.20,26.7,1.2,1.2,81,6,17.57
홍성,2022.7.21,23.8,38.8,2,86.8,0.4,6.33
홍성,2022.7.22,25.5,,1.9,75.5,9.3,22.84
홍성,2022.7.23,23.9,18,1,90.3,1.7,10.48
홍성,2022.7.24,25.5,0.4,0.9,92.5,1,11.02
홍성,2022.7.25,26.2,,1,85.3,9.5,21.71
홍성,2022.7.26,26.7,,1.1,84.9,10.4,23.07
홍성,2022.7.27,27.1,,1.1,81.4,8.6,19.92
홍성,2022.7.28,27.6,,1.1,80.5,11.8,25.08
홍성,2022.7.29,28.8,,1.2,78.9,12.2,25.98
홍성,2022.7.30,28.9,0,1.6,77,7.1,19.41
홍성,2022.7.31,26.4,16.3,1.1,95.3,0,5.03
홍성,2022.8.1,27.8,100.8,1.5,89.1,1.9,11.27
홍성,2022.8.2,27.7,0.8,2.3,88.8,1.3,10.4
홍성,2022.8.3,28.4,0.3,2.4,87,7.8,20.39
홍성,2022.8.4,28.8,,1.6,84,8.8,21.55
홍성,2022.8.5,28.8,3.2,1.9,87,9.2,21.75
홍성,2022.8.6,29.3,,1.9,83.5,9.5,21.71
홍성,2022.8.7,29.1,,2.5,83.1,6,16.36
홍성,2022.8.8,28.4,7,2.9,87,0,2.66
홍성,2022.8.9,28,18.3,3.5,89,0.1,5.11
홍성,2022.8.10,23.8,109.2,1.2,98.9,0,3.21
홍성,2022.8.11,25.6,70.1,2.2,97.9,0,2.34
홍성,2022.8.12,25.9,,0.9,84.6,12,25.56
홍성,2022.8.13,25.4,36.1,0.8,95.8,0.9,4.98
홍성,2022.8.14,26.9,34.4,1.4,95.8,0,3.46
홍성,2022.8.15,28.2,30.6,4,84.8,3,12.52
홍성,2022.8.16,26.4,0,1.7,82.9,9.2,22.66
홍성,2022.8.17,24.8,,1.2,83,9,21.15
홍성,2022.8.18,24.5,,1.1,83.3,9.8,21.27
홍성,2022.8.19,26.3,0.6,2,89.1,1.3,8.7
홍성,2022.8.20,27.6,4.1,1.6,82.5,7.4,19.09
홍성,2022.8.21,26,,0.9,87.3,7.3,18.84
홍성,2022.8.22,26.6,0.2,1.7,80.4,8.2,20.17
홍성,2022.8.23,23.8,13.5,0.9,92.6,2.3,6.1
홍성,2022.8.24,23.1,,1.2,84,4.3,12.94
홍성,2022.8.25,21.7,0.1,0.8,84.6,0.6,8.77
홍성,2022.8.26,22.4,,1.2,79.5,10.4,20.9
홍성,2022.8.27,21.5,,1.9,65.9,10.3,24.69
홍성,2022.8.28,21.3,,1.2,72.8,12.3,24.89
홍성,2022.8.29,19.6,1.7,0.7,87.3,0,4.66
홍성,2022.8.30,19.4,92.9,1.1,98.9,0,1.62
홍성,2022.8.31,21.5,0.8,1.1,93.1,0.7,7.94
홍성,2022.9.1,22.5,,1.2,83.4,9.5,21.39
홍성,2022.9.2,23.4,,1.6,74.4,8,18.24
홍성,2022.9.3,23.5,,2.2,73.8,8.3,20.62
홍성,2022.9.4,23.7,12.2,1.4,90.4,0,4.87
홍성,2022.9.5,20.2,77.5,2.6,98.4,0,1.63
홍성,2022.9.6,21.2,38.7,3.4,80.1,8.9,20.42
홍성,2022.9.7,21.5,,1.2,79.1,11.5,23.06
홍성,2022.9.8,20.9,,1,76.6,11.8,23.54
홍성,2022.9.9,21.2,,1,80.4,9.5,22.04
홍성,2022.9.10,21.7,,1.3,69.6,7.8,17.87
홍성,2022.9.11,21.6,,0.8,82.3,1.7,11.05
홍성,2022.9.12,22.9,0.2,0.7,88.5,2.4,12.04
홍성,2022.9.13,23.9,0.1,1.4,86.9,0.1,7.23
홍성,2022.9.14,23.3,1.2,2.2,69.6,3,13.18
홍성,2022.9.15,24.6,0,1.6,72.3,6.5,15.91
홍성,2022.9.16,25.7,3.9,1.8,81,3.8,12.4
홍성,2022.9.17,25.5,0,1.2,87.5,5.5,13.26
홍성,2022.9.18,26,0.6,1.7,83.8,2,10.33
홍성,2022.9.19,23.9,,3.6,66.1,8.6,18.7
홍성,2022.9.20,18.3,,1.4,71.8,6,13.88
홍성,2022.9.21,17.4,,1,74.3,11.4,21.53
홍성,2022.9.22,17.8,,0.7,76.5,8,17.23
홍성,2022.9.23,17.3,0.6,2.3,73.5,8.4,15.15
홍성,2022.9.24,17.3,,1.3,74.5,10.5,19.83
홍성,2022.9.25,18.3,,0.9,81,4,13.57
홍성,2022.9.26,18.1,,1,75.5,5.4,15.46
홍성,2022.9.27,17.8,,0.9,75.8,11.1,20.23
홍성,2022.9.28,17.8,,0.9,85.8,5.7,12.46
홍성,2022.9.29,17.3,,0.6,84.9,6.3,14.87
홍성,2022.9.30,17.5,,0.8,80.6,7.7,17.68
홍성,2022.10.1,18.3,,0.6,84.6,3.9,12.93
홍성,2022.10.2,21.1,7.8,0.7,83.3,1.9,8.18
홍성,2022.10.3,23.7,52.1,2.7,94.1,0,2.2
홍성,2022.10.4,19,68.8,2,76.8,5.8,13.98
홍성,2022.10.5,15.6,,1,76.1,8.6,17.12
홍성,2022.10.6,16,,1,82,4.7,11.17
홍성,2022.10.7,14.1,0,2.1,71.5,10.3,18.58
홍성,2022.10.8,14.2,,1,76.9,10.5,18.57
홍성,2022.10.9,13.1,17.2,0.8,91.9,0,2.5
홍성,2022.10.10,11.4,8.1,3.6,67.8,3.6,9.72
홍성,2022.10.11,12.2,0,1.6,74.3,10.4,17.56
홍성,2022.10.12,11.4,,0.8,83.4,10.6,17.74
홍성,2022.10.13,14,,0.8,82.5,10.2,17.37
홍성,2022.10.14,15.1,,0.8,84.8,3.7,11.37
홍성,2022.10.15,16.9,,0.6,78.3,7.6,14.66
홍성,2022.10.16,16.8,0,1,83,0.6,6.8
홍성,2022.10.17,12.4,,2.6,49.9,10.1,17.85
홍성,2022.10.18,8.4,,1.8,63.3,10.4,17.62
홍성,2022.10.19,8.9,,1.2,69.9,10.4,16.54
홍성,2022.10.20,10.5,,0.9,71.9,10.4,16.64
홍성,2022.10.21,12.2,,0.9,76.4,5,10.86
홍성,2022.10.22,14.2,,1.1,83.6,8.9,14.91
홍성,2022.10.23,13.9,,1.8,63.8,10,15.78
홍성,2022.10.24,9.7,,2.1,59.3,10.2,16.49
홍성,2022.10.25,8.8,,0.9,71.5,10.3,15.55
홍성,2022.10.26,11.1,,0.5,70.3,7.9,13.73
홍성,2022.10.27,11.7,,1,80,9.9,14.1
홍성,2022.10.28,10.7,,0.8,87.9,5.3,10.25
홍성,2022.10.29,11.4,,0.6,81,7.6,12.97
홍성,2022.10.30,12.4,,0.5,80.5,8.8,13.16
홍성,2022.10.31,13.1,,0.6,83.4,8.5,11.74
홍성,2022.11.1,12,,0.8,84.9,6.4,8.57
홍성,2022.11.2,8.9,,0.7,71.1,9.8,13.81
홍성,2022.11.3,9.2,,1,68.9,2.2,6.96
홍성,2022.11.4,5.6,,1.7,55.3,9.7,14.88
홍성,2022.11.5,5.7,,1,69.5,9.9,14.63
홍성,2022.11.6,8.4,,0.9,71,6.4,9.81
홍성,2022.11.7,9.5,0,0.8,70,6.7,10.98
홍성,2022.11.8,11,,0.5,82,5.7,8.93
홍성,2022.11.9,10.1,,0.5,88.1,4.2,8.84
홍성,2022.11.10,10.5,,0.6,80.3,9.1,11.31
홍성,2022.11.11,12.4,,0.5,75.8,8.1,11.39
홍성,2022.11.12,16.1,33.7,1.5,83.3,2.7,6.13
홍성,2022.11.13,10.4,,1.7,80.6,0,2.02
홍성,2022.11.14,9.7,,1.3,76.1,6.7,10.46
홍성,2022.11.15,8.6,0.8,1.6,76.5,8.3,10.38
홍성,2022.11.16,8.4,,0.9,74.4,8.2,10.69
홍성,2022.11.17,8.7,,0.9,75,8.9,11.71
홍성,2022.11.18,8.6,,0.9,74.9,8.4,11.8
홍성,2022.11.19,10,,0.5,75.1,8.9,10.72
홍성,2022.11.20,11.7,0,0.5,74.4,4,8.14
홍성,2022.11.21,10.9,,0.8,79.3,8.8,10.84
홍성,2022.11.22,10,0.4,0.8,90.6,0,3.36
홍성,2022.11.23,9.5,,1.1,73.8,7.5,10.34
홍성,2022.11.24,8.1,,0.8,82,6.5,9.34
홍성,2022.11.25,10,,1.4,75.1,8.3,10.26
홍성,2022.11.26,7.5,0,1.6,64,8.8,10.59
홍성,2022.11.27,4.2,,0.7,73.4,8.7,10.97
홍성,2022.11.28,12.3,16.2,1,81.8,1,3.83
홍성,2022.11.29,8,2.4,3.1,63.8,0.9,4.67
홍성,2022.11.30,-2.6,0.1,2.8,65.8,4.7,6.89
홍성,2022.12.1,-3.6,0,1.7,52.6,6.4,10.1
홍성,2022.12.2,-1.6,0,1.3,62,8.3,10.07
홍성,2022.12.3,3.5,1.3,0.9,81.1,2.1,4.21
홍성,2022.12.4,-1.5,,2.2,48.8,1.9,6.05
홍성,2022.12.5,-2.2,,1.7,51.5,8.1,10.62
홍성,2022.12.6,1.8,0.6,1.4,75.1,4.2,6.22
홍성,2022.12.7,6.8,0,2.2,53.6,5,6.76
홍성,2022.12.8,2.5,,0.7,72.8,9.1,10.51
홍성,2022.12.9,3.4,,0.8,78.6,6.5,6.96
홍성,2022.12.10,1.4,,0.7,70.3,3.1,5.63
홍성,2022.12.11,0.4,,0.8,71.4,8.9,10.68
홍성,2022.12.12,1.5,2.6,1.2,82,4.1,7.09
홍성,2022.12.13,2.4,5.5,3.6,77.5,1.6,3.93
홍성,2022.12.14,-7.6,0.5,1.8,87.4,0.8,6.56
홍성,2022.12.15,-2.2,6.5,1,86.5,1.6,4.02
홍성,2022.12.16,-4.3,,1.3,67.1,6.6,7.53
홍성,2022.12.17,-6.1,4.7,1.3,80.3,3,5.13
홍성,2022.12.18,-9.8,0.4,0.7,74.9,8.6,10.78
홍성,2022.12.19,-7.9,0,0.8,79,5.9,8.2
홍성,2022.12.20,-4.8,,0.5,80.8,8.2,10.53
홍성,2022.12.21,1.6,4.1,0.9,88.6,0.2,2.04
홍성,2022.12.22,-4.4,1.4,2.9,71.1,2.1,6.04
홍성,2022.12.23,-7.2,0.5,3.5,71.1,0.8,5.46
홍성,2022.12.24,-10.3,0,1.1,75.5,8.7,10.9
홍성,2022.12.25,-6.1,,0.8,80.8,9,11.78
홍성,2022.12.26,-5.3,,0.5,84.9,6.2,7.04
홍성,2022.12.27,-3.7,,0.5,80.8,8.6,10.35
홍성,2022.12.28,-2.9,0,1.4,73.4,7.1,9.21
홍성,2022.12.29,-4,0,0.6,77,3.1,6.53
홍성,2022.12.30,-2,0.1,1,86,3.9,6.7
