R²,RMSE,절편,설비용량(MW),평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
0.819051512423925,17.546068859288212,-6.80932634589718,2.6930118116773443,-0.045443059700264486,-0.022505432101030818,-0.12950797670261008,-0.018717539077747664,0.679086614072955,0.23360967462290733
