R²,RMSE,절편,설비용량(MW),평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
0.8073421685261674,0.7572164898917283,-2.0839123882198027,2.476116231372747,-0.018256112972290742,-0.002393824145761555,-0.01068389816304838,0.0056932955939204945,0.07938006778913899,0.13885220844355156
