R²,RMSE,절편,설비용량(MW),평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
0.8107745648844993,2.2747381256513988,-3.6191972095488056,3.2908413449502887,-0.03333213263256513,-0.005838621005436676,-0.041429767874050075,-0.01198137460411483,0.1823425305884791,0.25692243728833464
