R²,RMSE,절편,설비용량(MW),평균기온(°C),평균 상대습도(%),합계 일사량(MJ/m2)
0.8167152828437586,17.65897442138159,-0.38508766393275096,2.6875381133631424,-0.07361722610180699,-0.09456746178675045,0.37417984321440256
