지점,날짜,발전기명,설비용량(MW),발전량(MWh),평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
진주,2022-09-09,경상대태양광,0.905,4.0752,21.5,,0.7,75.4,8.6,20.6
진주,2022-09-10,경상대태양광,0.905,1.89864,21.3,,1.0,77.1,1.3,9.9
진주,2022-09-11,경상대태양광,0.905,3.04632,22.4,,0.5,82.1,7.2,15.3
진주,2022-09-12,경상대태양광,0.905,1.71648,22.4,0.0,0.6,82.9,1.3,8.3
진주,2022-09-13,경상대태양광,0.905,2.6028,24.4,,1.1,71.8,4.8,13.2
진주,2022-09-14,경상대태양광,0.905,2.58984,24.2,,1.7,66.1,5.5,13.2
진주,2022-09-15,경상대태양광,0.905,2.33496,24.0,,1.0,76.8,2.3,11.1
진주,2022-09-16,경상대태양광,0.905,2.47104,24.7,,0.8,82.6,3.7,13.5
진주,2022-09-17,경상대태양광,0.905,2.80008,25.4,1.1,0.6,87.0,6.3,14.4
진주,2022-09-18,경상대태양광,0.905,3.24504,27.6,,2.0,73.8,7.7,16.1
진주,2022-09-19,경상대태양광,0.905,3.078,27.5,,2.9,62.9,6.9,15.5
진주,2022-09-20,경상대태양광,0.905,3.37248,20.5,,1.3,57.1,7.6,17.7
진주,2022-09-21,경상대태양광,0.905,3.79368,17.8,,1.1,67.9,10.0,18.6
진주,2022-09-22,경상대태양광,0.905,3.8988,18.0,,0.6,73.6,10.2,18.5
진주,2022-09-23,경상대태양광,0.905,3.89952,20.3,,0.9,64.9,9.2,18.0
진주,2022-09-24,경상대태양광,0.905,4.13712,19.0,,1.1,57.1,8.8,19.4
진주,2022-09-25,경상대태양광,0.905,1.40112,17.6,,0.4,77.4,0.8,6.9
진주,2022-09-26,경상대태양광,0.905,1.16064,18.2,0.0,0.5,83.4,0.3,6.0
진주,2022-09-27,경상대태양광,0.905,3.95568,19.7,0.0,0.7,74.0,9.1,19.0
