R²,RMSE,절편,설비용량(MW),평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
0.8606880040109959,13.387841566880239,-9.863438705703032,2.825142179534485,-0.0024370050849241236,-0.037205132833737733,-0.13965146354494098,0.019863668102268132,0.5376587645150808,0.368992425153966
