지점,날짜,발전기명,설비용량(MW),발전량(MWh),평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
보령,2023.9.10,신보령태양광,4.038,17.080748,23.9,,0.7,75,7.8,
보령,2023.9.11,신보령태양광,4.038,19.813319,24.3,,0.6,70.1,10.2,
보령,2023.9.12,신보령태양광,4.038,14.117486,23.8,,0.7,78.9,5.7,
보령,2023.9.13,신보령태양광,4.038,1.491393,20.4,36.4,1,93.5,0,
보령,2023.9.14,신보령태양광,4.038,8.937024,23.1,3.8,1.3,85.6,2.1,
보령,2023.9.15,신보령태양광,4.038,4.943747,23.3,11,0.7,93.1,0,
보령,2023.9.16,신보령태양광,4.038,4.933142,23.7,43.8,0.8,94.8,0.8,
보령,2023.9.17,신보령태양광,4.038,17.888515,24.2,,0.7,88.6,7.9,
보령,2023.9.18,신보령태양광,4.038,18.36556,23.6,,1.3,87.8,8.5,
보령,2023.9.19,신보령태양광,4.038,14.310569,23.2,,1.1,84.9,6.9,
보령,2023.9.20,신보령태양광,4.038,0.619264,21.5,157.3,2.6,87.4,0,
보령,2023.9.21,신보령태양광,4.038,7.316188,19.4,0,2.4,82.8,0.2,
보령,2023.9.22,신보령태양광,4.038,19.320608,19.4,,1.3,75.4,10.3,
보령,2023.9.23,신보령태양광,4.038,12.010205,20.9,,1.4,70,5,
보령,2023.9.24,신보령태양광,4.038,17.700493,22.3,0,1.8,55.6,9.2,
보령,2023.9.25,신보령태양광,4.038,7.896642,21.8,3.5,1.1,71.5,1.1,
보령,2023.9.26,신보령태양광,4.038,2.537558,22.1,26.8,2.7,92.9,0.1,
보령,2023.9.27,신보령태양광,4.038,6.979438,21.8,0,0.6,90.5,0.3,
보령,2023.9.28,신보령태양광,4.038,16.518127,21.9,,0.4,85.3,9.6,
보령,2023.9.29,신보령태양광,4.038,8.186387,20,0,0.4,77.8,1.1,
보령,2023.9.30,신보령태양광,4.038,15.578751,18.7,4.5,1,82.6,5.5,
보령,2023.10.1,신보령태양광,4.038,21.719567,18,,1.5,66.4,10.4,
보령,2023.10.2,신보령태양광,4.038,20.59915,17.9,,1.3,61.4,10.4,
보령,2023.10.3,신보령태양광,4.038,7.488541,17.8,,0.8,67.6,2.7,
보령,2023.10.4,신보령태양광,4.038,16.765452,19.1,0,1.1,69.6,8.3,
보령,2023.10.5,신보령태양광,4.038,20.559138,15.7,,2,44,10.2,
보령,2023.10.6,신보령태양광,4.038,16.998793,16,,1,57.1,9.1,
보령,2023.10.7,신보령태양광,4.038,8.447929,16.9,,0.7,64,2.3,
보령,2023.10.8,신보령태양광,4.038,4.641949,18.1,0.1,1.4,67.5,0,
보령,2023.10.9,신보령태양광,4.038,11.00357,18.3,0.1,0.6,69,4.1,
보령,2023.10.10,신보령태양광,4.038,18.419553,17.1,0.1,0.8,76.1,9,
보령,2023.10.11,신보령태양광,4.038,17.367361,17.5,,0.7,70.1,9.8,
보령,2023.10.12,신보령태양광,4.038,16.162095,17.7,,1.1,64.5,9.9,
