발전기명,변수명,회귀계수,p-value,유의성,R²,RMSE,데이터수
인천아시아드태양광,합계 일조시간(hr),0.31888688993008674,0.00011581908099051534,***,0.7876260643174503,1.6048559133074094,235
인천아시아드태양광,합계 일사량(MJ/m2),0.20949175948315316,4.696055225264419e-05,***,0.7876260643174503,1.6048559133074094,235
인천태양광,설비용량(MW),0.720769968180706,2.7870211544109095e-11,***,0.9326396321810339,0.5337357482129839,678
인천태양광,평균기온(°C),-0.013160115467679423,7.911665966726247e-05,***,0.9326396321810339,0.5337357482129839,678
인천태양광,일강수량(mm),-0.0022709007758693923,0.27215976340531217,,0.9326396321810339,0.5337357482129839,678
인천태양광,평균 풍속(m/s),0.046476186262003616,0.04555239248337341,*,0.9326396321810339,0.5337357482129839,678
인천태양광,평균 상대습도(%),-0.008975188594047702,4.144406530005456e-06,***,0.9326396321810339,0.5337357482129839,678
인천태양광,합계 일조시간(hr),0.136143069384833,2.35845675449054e-25,***,0.9326396321810339,0.5337357482129839,678
인천태양광,합계 일사량(MJ/m2),0.19313225964268152,4.495038899200742e-103,***,0.9326396321810339,0.5337357482129839,678
제주대태양광,설비용량(MW),2.179966733647352,1.7463042898461126e-22,***,0.8738417820531539,0.6329978871964338,666
제주대태양광,평균기온(°C),-0.04225313558254026,2.272913419971419e-21,***,0.8738417820531539,0.6329978871964338,666
제주대태양광,일강수량(mm),0.002363021920340727,0.23418426649756727,,0.8738417820531539,0.6329978871964338,666
제주대태양광,평균 풍속(m/s),-0.102500787331173,1.2841497997042616e-06,***,0.8738417820531539,0.6329978871964338,666
제주대태양광,평균 상대습도(%),-0.013131366242308635,9.842890581079814e-06,***,0.8738417820531539,0.6329978871964338,666
제주대태양광,합계 일조시간(hr),0.15575848967685582,8.2222642990965e-21,***,0.8738417820531539,0.6329978871964338,666
제주대태양광,합계 일사량(MJ/m2),0.12516905618164226,3.757803701765105e-39,***,0.8738417820531539,0.6329978871964338,666
제주성읍리태양광,설비용량(MW),2.761298280291783,5.5065086404749324e-05,***,0.6534173383303492,1.8679559523641065,236
제주성읍리태양광,평균기온(°C),0.0019271820666611345,0.9494698703734261,,0.6534173383303492,1.8679559523641065,236
제주성읍리태양광,일강수량(mm),-0.016484656091590305,0.008276324154038414,**,0.6534173383303492,1.8679559523641065,236
제주성읍리태양광,평균 풍속(m/s),-0.7222445417639658,2.5618452921669056e-05,***,0.6534173383303492,1.8679559523641065,236
제주성읍리태양광,평균 상대습도(%),-0.01602273440942899,0.3724168577691471,,0.6534173383303492,1.8679559523641065,236
제주성읍리태양광,합계 일조시간(hr),0.25347169043805556,0.0022878675291850125,**,0.6534173383303492,1.8679559523641065,236
제주성읍리태양광,합계 일사량(MJ/m2),0.13350531657285009,0.0012509269895489513,**,0.6534173383303492,1.8679559523641065,236
제주태양광,설비용량(MW),0.761515848473745,3.929737185922644e-08,***,0.9456506900364281,0.4316846323754245,686
제주태양광,평균기온(°C),-0.014986548841807584,3.41051895768998e-07,***,0.9456506900364281,0.4316846323754245,686
제주태양광,일강수량(mm),0.000618040548559743,0.7379968563923294,,0.9456506900364281,0.4316846323754245,686
제주태양광,평균 풍속(m/s),-0.015146626572891897,0.2696850557311253,,0.9456506900364281,0.4316846323754245,686
제주태양광,평균 상대습도(%),-0.007018133000563102,0.0004969646868708425,***,0.9456506900364281,0.4316846323754245,686
제주태양광,합계 일조시간(hr),0.04194873972692642,0.00013073864371450383,***,0.9456506900364281,0.4316846323754245,686
제주태양광,합계 일사량(MJ/m2),0.19703962773420217,9.092966435879145e-140,***,0.9456506900364281,0.4316846323754245,686
