지점,날짜,발전기명,설비용량(MW),발전량(MWh)
고흥,2023.9.1,고흥만 수상태양광,83,0
고흥,2023.9.2,고흥만 수상태양광,83,0
고흥,2023.9.3,고흥만 수상태양광,83,0
고흥,2023.9.4,고흥만 수상태양광,83,0
고흥,2023.9.5,고흥만 수상태양광,83,55.653024
고흥,2023.9.6,고흥만 수상태양광,83,326.55924
고흥,2023.9.7,고흥만 수상태양광,83,379.481592
고흥,2023.9.8,고흥만 수상태양광,83,369.3207
고흥,2023.9.9,고흥만 수상태양광,83,375.14358
고흥,2023.9.10,고흥만 수상태양광,83,258.461784
고흥,2023.9.11,고흥만 수상태양광,83,342.197184
고흥,2023.9.12,고흥만 수상태양광,83,278.867568
고흥,2023.9.13,고흥만 수상태양광,83,87.488016
고흥,2023.9.14,고흥만 수상태양광,83,50.48484
고흥,2023.9.15,고흥만 수상태양광,83,183.347808
고흥,2023.9.16,고흥만 수상태양광,83,96.797148
고흥,2023.9.17,고흥만 수상태양광,83,209.749176
고흥,2023.9.18,고흥만 수상태양광,83,352.361436
고흥,2023.9.19,고흥만 수상태양광,83,233.436084
고흥,2023.9.20,고흥만 수상태양광,83,57.555708
고흥,2023.9.21,고흥만 수상태양광,83,77.435148
고흥,2023.9.22,고흥만 수상태양광,83,263.089848
고흥,2023.9.23,고흥만 수상태양광,83,251.718936
고흥,2023.9.24,고흥만 수상태양광,83,342.02532
고흥,2023.9.25,고흥만 수상태양광,83,183.256752
고흥,2023.9.26,고흥만 수상태양광,83,189.371364
고흥,2023.9.27,고흥만 수상태양광,83,226.03518
고흥,2023.9.28,고흥만 수상태양광,83,326.59746
고흥,2023.9.29,고흥만 수상태양광,83,345.300648
고흥,2023.9.30,고흥만 수상태양광,83,247.144716
고흥,2023.10.1,고흥만 수상태양광,83,357.075348
고흥,2023.10.2,고흥만 수상태양광,83,343.509348
고흥,2023.10.3,고흥만 수상태양광,83,69.886656
고흥,2023.10.4,고흥만 수상태양광,83,305.330424
고흥,2023.10.5,고흥만 수상태양광,83,337.035972
고흥,2023.10.6,고흥만 수상태양광,83,152.014968
고흥,2023.10.7,고흥만 수상태양광,83,74.10606
고흥,2023.10.8,고흥만 수상태양광,83,216.496224
고흥,2023.10.9,고흥만 수상태양광,83,182.740404
고흥,2023.10.10,고흥만 수상태양광,83,321.199116
고흥,2023.10.11,고흥만 수상태양광,83,324.174984
고흥,2023.10.12,고흥만 수상태양광,83,333.65808
고흥,2023.10.13,고흥만 수상태양광,83,225.286572
고흥,2023.10.14,고흥만 수상태양광,83,272.652324
고흥,2023.10.15,고흥만 수상태양광,83,285.35136
고흥,2023.10.16,고흥만 수상태양광,83,326.354532
고흥,2023.10.17,고흥만 수상태양광,83,340.248132
고흥,2023.10.18,고흥만 수상태양광,83,330.982344
고흥,2023.10.19,고흥만 수상태양광,83,285.067356
고흥,2023.10.20,고흥만 수상태양광,83,289.022664
고흥,2023.10.21,고흥만 수상태양광,83,232.41288
고흥,2023.10.22,고흥만 수상태양광,83,231.053424
고흥,2023.10.23,고흥만 수상태양광,83,308.985096
고흥,2023.10.24,고흥만 수상태양광,83,287.940744
고흥,2023.10.25,고흥만 수상태양광,83,289.133544
고흥,2023.10.26,고흥만 수상태양광,83,258.908076
고흥,2023.10.27,고흥만 수상태양광,83,312.570468
고흥,2023.10.28,고흥만 수상태양광,83,300.069336
고흥,2023.10.29,고흥만 수상태양광,83,259.071876
고흥,2023.10.30,고흥만 수상태양광,83,296.421804
고흥,2023.10.31,고흥만 수상태양광,83,294.60648
고흥,2023.11.1,고흥만 수상태양광,83,273.448896
고흥,2023.11.2,고흥만 수상태양광,83,279.416928
고흥,2023.11.3,고흥만 수상태양광,83,276.233664
고흥,2023.11.4,고흥만 수상태양광,83,150.293808
고흥,2023.11.5,고흥만 수상태양광,83,82.42542
고흥,2023.11.6,고흥만 수상태양광,83,109.058796
고흥,2023.11.7,고흥만 수상태양광,83,266.13258
고흥,2023.11.8,고흥만 수상태양광,83,294.563976
고흥,2023.11.9,고흥만 수상태양광,83,171.230304
고흥,2023.11.10,고흥만 수상태양광,83,183.56226
고흥,2023.11.11,고흥만 수상태양광,83,266.43204
고흥,2023.11.12,고흥만 수상태양광,83,269.219328
고흥,2023.11.13,고흥만 수상태양광,83,305.091528
고흥,2023.11.14,고흥만 수상태양광,83,283.497648
고흥,2023.11.15,고흥만 수상태양광,83,250.466916
고흥,2023.11.16,고흥만 수상태양광,83,36.24558
고흥,2023.11.17,고흥만 수상태양광,83,164.477208
고흥,2023.11.18,고흥만 수상태양광,83,180.440904
고흥,2023.11.19,고흥만 수상태양광,83,274.495284
고흥,2023.11.20,고흥만 수상태양광,83,287.90832
고흥,2023.11.21,고흥만 수상태양광,83,276.816624
고흥,2023.11.22,고흥만 수상태양광,83,269.659656
고흥,2023.11.23,고흥만 수상태양광,83,181.695024
고흥,2023.11.24,고흥만 수상태양광,83,190.255464
고흥,2023.11.25,고흥만 수상태양광,83,288.610812
고흥,2023.11.26,고흥만 수상태양광,83,166.491276
고흥,2023.11.27,고흥만 수상태양광,83,122.4195
고흥,2023.11.28,고흥만 수상태양광,83,240.267888
고흥,2023.11.29,고흥만 수상태양광,83,129.822252
고흥,2023.11.30,고흥만 수상태양광,83,235.421424
고흥,2023.12.1,고흥만 수상태양광,83,178.822224
고흥,2023.12.2,고흥만 수상태양광,83,88.907784
고흥,2023.12.3,고흥만 수상태양광,83,249.401964
고흥,2023.12.4,고흥만 수상태양광,83,233.810892
고흥,2023.12.5,고흥만 수상태양광,83,247.943136
고흥,2023.12.6,고흥만 수상태양광,83,127.278564
고흥,2023.12.7,고흥만 수상태양광,83,240.743916
고흥,2023.12.8,고흥만 수상태양광,83,223.793304
고흥,2023.12.9,고흥만 수상태양광,83,142.377984
고흥,2023.12.10,고흥만 수상태양광,83,167.376804
고흥,2023.12.11,고흥만 수상태양광,83,9.067884
고흥,2023.12.12,고흥만 수상태양광,83,21.15288
고흥,2023.12.13,고흥만 수상태양광,83,193.922904
고흥,2023.12.14,고흥만 수상태양광,83,8.530284
고흥,2023.12.15,고흥만 수상태양광,83,26.735268
고흥,2023.12.16,고흥만 수상태양광,83,95.26608
고흥,2023.12.17,고흥만 수상태양광,83,255.59814
고흥,2023.12.18,고흥만 수상태양광,83,167.012496
고흥,2023.12.19,고흥만 수상태양광,83,131.9556
고흥,2023.12.20,고흥만 수상태양광,83,104.885844
고흥,2023.12.21,고흥만 수상태양광,83,234.471216
고흥,2023.12.22,고흥만 수상태양광,83,261.308292
고흥,2023.12.23,고흥만 수상태양광,83,215.77962
고흥,2023.12.24,고흥만 수상태양광,83,192.325056
고흥,2023.12.25,고흥만 수상태양광,83,165.87186
고흥,2023.12.26,고흥만 수상태양광,83,222.378828
고흥,2023.12.27,고흥만 수상태양광,83,237.89556
고흥,2023.12.28,고흥만 수상태양광,83,187.467336
고흥,2023.12.29,고흥만 수상태양광,83,223.827744
고흥,2023.12.30,고흥만 수상태양광,83,159.690132
고흥,2023.12.31,고흥만 수상태양광,83,45.20082
고흥,2024.1.1,고흥만 수상태양광,83,165.504444
고흥,2024.1.2,고흥만 수상태양광,83,162.377376
고흥,2024.1.3,고흥만 수상태양광,83,169.029
고흥,2024.1.4,고흥만 수상태양광,83,251.44896
고흥,2024.1.5,고흥만 수상태양광,83,169.901256
고흥,2024.1.6,고흥만 수상태양광,83,243.8478
고흥,2024.1.7,고흥만 수상태양광,83,231.426552
고흥,2024.1.8,고흥만 수상태양광,83,271.296816
고흥,2024.1.9,고흥만 수상태양광,83,39.98736
고흥,2024.1.10,고흥만 수상태양광,83,191.896908
고흥,2024.1.11,고흥만 수상태양광,83,271.739328
고흥,2024.1.12,고흥만 수상태양광,83,232.019676
고흥,2024.1.13,고흥만 수상태양광,83,268.539852
고흥,2024.1.14,고흥만 수상태양광,83,232.45908
고흥,2024.1.15,고흥만 수상태양광,83,288.118152
고흥,2024.1.16,고흥만 수상태양광,83,243.167988
고흥,2024.1.17,고흥만 수상태양광,83,42.668388
고흥,2024.1.18,고흥만 수상태양광,83,30.259404
고흥,2024.1.19,고흥만 수상태양광,83,47.955684
고흥,2024.1.20,고흥만 수상태양광,83,23.948148
고흥,2024.1.21,고흥만 수상태양광,83,84.3213
고흥,2024.1.22,고흥만 수상태양광,83,165.006492
고흥,2024.1.23,고흥만 수상태양광,83,179.167716
고흥,2024.1.24,고흥만 수상태양광,83,267.999564
고흥,2024.1.25,고흥만 수상태양광,83,300.40122
고흥,2024.1.26,고흥만 수상태양광,83,287.8722
고흥,2024.1.27,고흥만 수상태양광,83,281.780772
고흥,2024.1.28,고흥만 수상태양광,83,294.532224
고흥,2024.1.29,고흥만 수상태양광,83,301.09464
고흥,2024.1.30,고흥만 수상태양광,83,191.158296
고흥,2024.1.31,고흥만 수상태양광,83,174.210624
고흥,2024.2.1,고흥만 수상태양광,83,45.626448
고흥,2024.2.2,고흥만 수상태양광,83,69.638268
고흥,2024.2.3,고흥만 수상태양광,83,58.010568
고흥,2024.2.4,고흥만 수상태양광,83,122.04108
고흥,2024.2.5,고흥만 수상태양광,83,45.249204
고흥,2024.2.6,고흥만 수상태양광,83,45.249204
고흥,2024.2.7,고흥만 수상태양광,83,272.110776
고흥,2024.2.8,고흥만 수상태양광,83,280.70574
고흥,2024.2.9,고흥만 수상태양광,83,327.508692
고흥,2024.2.10,고흥만 수상태양광,83,264.21276
고흥,2024.2.11,고흥만 수상태양광,83,254.881872
고흥,2024.2.12,고흥만 수상태양광,83,324.128952
고흥,2024.2.13,고흥만 수상태양광,83,280.033404
고흥,2024.2.14,고흥만 수상태양광,83,116.995872
고흥,2024.2.15,고흥만 수상태양광,83,118.074348
고흥,2024.2.16,고흥만 수상태양광,83,337.544844
고흥,2024.2.17,고흥만 수상태양광,83,349.160028
고흥,2024.2.18,고흥만 수상태양광,83,34.78566
고흥,2024.2.19,고흥만 수상태양광,83,121.092972
고흥,2024.2.20,고흥만 수상태양광,83,15.628704
고흥,2024.2.21,고흥만 수상태양광,83,23.841804
고흥,2024.2.22,고흥만 수상태양광,83,30.69024
고흥,2024.2.23,고흥만 수상태양광,83,74.528328
고흥,2024.2.24,고흥만 수상태양광,83,110.782224
고흥,2024.2.25,고흥만 수상태양광,83,106.1844
고흥,2024.2.26,고흥만 수상태양광,83,345.810444
고흥,2024.2.27,고흥만 수상태양광,83,317.485644
고흥,2024.2.28,고흥만 수상태양광,83,342.852216
고흥,2024.2.29,고흥만 수상태양광,83,55.262928
고흥,2024.3.1,고흥만 수상태양광,83,381.669624
고흥,2024.3.2,고흥만 수상태양광,83,382.860324
고흥,2024.3.3,고흥만 수상태양광,83,182.74494
고흥,2024.3.4,고흥만 수상태양광,83,193.328772
고흥,2024.3.5,고흥만 수상태양광,83,23.294712
고흥,2024.3.6,고흥만 수상태양광,83,260.315328
고흥,2024.3.7,고흥만 수상태양광,83,291.699324
고흥,2024.3.8,고흥만 수상태양광,83,377.018292
고흥,2024.3.9,고흥만 수상태양광,83,385.015764
고흥,2024.3.10,고흥만 수상태양광,83,208.391568
고흥,2024.3.11,고흥만 수상태양광,83,148.82742
고흥,2024.3.12,고흥만 수상태양광,83,153.6738
고흥,2024.3.13,고흥만 수상태양광,83,385.772688
고흥,2024.3.14,고흥만 수상태양광,83,324.58986
고흥,2024.3.15,고흥만 수상태양광,83,383.781132
고흥,2024.3.16,고흥만 수상태양광,83,333.10116
고흥,2024.3.17,고흥만 수상태양광,83,306.503736
고흥,2024.3.18,고흥만 수상태양광,83,366.994068
고흥,2024.3.19,고흥만 수상태양광,83,256.014528
고흥,2024.3.20,고흥만 수상태양광,83,392.62398
고흥,2024.3.21,고흥만 수상태양광,83,400.588104
고흥,2024.3.22,고흥만 수상태양광,83,258.319992
고흥,2024.3.23,고흥만 수상태양광,83,318.867864
고흥,2024.3.24,고흥만 수상태양광,83,37.288272
고흥,2024.3.25,고흥만 수상태양광,83,37.98732
고흥,2024.3.26,고흥만 수상태양광,83,90.823908
고흥,2024.3.27,고흥만 수상태양광,83,244.394892
고흥,2024.3.28,고흥만 수상태양광,83,16.487352
고흥,2024.3.29,고흥만 수상태양광,83,248.209752
고흥,2024.3.30,고흥만 수상태양광,83,267.613752
고흥,2024.3.31,고흥만 수상태양광,83,259.088424
고흥,2024.4.1,고흥만 수상태양광,83,397.168128
고흥,2024.4.2,고흥만 수상태양광,83,159.851244
고흥,2024.4.3,고흥만 수상태양광,83,22.778028
고흥,2024.4.4,고흥만 수상태양광,83,72.418752
고흥,2024.4.5,고흥만 수상태양광,83,323.46132
고흥,2024.4.6,고흥만 수상태양광,83,184.714656
고흥,2024.4.7,고흥만 수상태양광,83,211.009344
고흥,2024.4.8,고흥만 수상태양광,83,121.266432
고흥,2024.4.9,고흥만 수상태양광,83,205.414188
고흥,2024.4.10,고흥만 수상태양광,83,389.165448
고흥,2024.4.11,고흥만 수상태양광,83,132.791652
고흥,2024.4.12,고흥만 수상태양광,83,379.143072
고흥,2024.4.13,고흥만 수상태양광,83,405.402564
고흥,2024.4.14,고흥만 수상태양광,83,319.722732
고흥,2024.4.15,고흥만 수상태양광,83,41.122704
고흥,2024.4.16,고흥만 수상태양광,83,383.257392
고흥,2024.4.17,고흥만 수상태양광,83,304.363668
고흥,2024.4.18,고흥만 수상태양광,83,389.444328
고흥,2024.4.19,고흥만 수상태양광,83,361.475688
고흥,2024.4.20,고흥만 수상태양광,83,29.460732
고흥,2024.4.21,고흥만 수상태양광,83,51.280236
고흥,2024.4.22,고흥만 수상태양광,83,123.276132
고흥,2024.4.23,고흥만 수상태양광,83,197.865276
고흥,2024.4.24,고흥만 수상태양광,83,345.044196
고흥,2024.4.25,고흥만 수상태양광,83,424.755408
고흥,2024.4.26,고흥만 수상태양광,83,237.615588
고흥,2024.4.27,고흥만 수상태양광,83,412.719468
고흥,2024.4.28,고흥만 수상태양광,83,348.472656
고흥,2024.4.29,고흥만 수상태양광,83,27.726468
고흥,2024.4.30,고흥만 수상태양광,83,277.487532
고흥,2024.5.1,고흥만 수상태양광,83,86.406348
고흥,2024.5.2,고흥만 수상태양광,83,398.795712
고흥,2024.5.3,고흥만 수상태양광,83,415.335396
고흥,2024.5.4,고흥만 수상태양광,83,338.779224
고흥,2024.5.5,고흥만 수상태양광,83,34.174224
고흥,2024.5.6,고흥만 수상태양광,83,162.323868
고흥,2024.5.7,고흥만 수상태양광,83,247.581516
고흥,2024.5.8,고흥만 수상태양광,83,246.596112
고흥,2024.5.9,고흥만 수상태양광,83,414.43458
고흥,2024.5.10,고흥만 수상태양광,83,416.140116
고흥,2024.5.11,고흥만 수상태양광,83,247.470888
고흥,2024.5.12,고흥만 수상태양광,83,182.646576
고흥,2024.5.13,고흥만 수상태양광,83,248.467212
고흥,2024.5.14,고흥만 수상태양광,83,251.775552
고흥,2024.5.15,고흥만 수상태양광,83,282.025296
고흥,2024.5.16,고흥만 수상태양광,83,217.416528
고흥,2024.5.17,고흥만 수상태양광,83,166.4733
고흥,2024.5.18,고흥만 수상태양광,83,163.141776
고흥,2024.5.19,고흥만 수상태양광,83,164.321136
고흥,2024.5.20,고흥만 수상태양광,83,244.642104
고흥,2024.5.21,고흥만 수상태양광,83,238.182084
고흥,2024.5.22,고흥만 수상태양광,83,312.292764
고흥,2024.5.23,고흥만 수상태양광,83,237.581568
고흥,2024.5.24,고흥만 수상태양광,83,292.233984
고흥,2024.5.25,고흥만 수상태양광,83,337.156848
고흥,2024.5.26,고흥만 수상태양광,83,95.468268
고흥,2024.5.27,고흥만 수상태양광,83,269.756508
고흥,2024.5.28,고흥만 수상태양광,83,210.294588
고흥,2024.5.29,고흥만 수상태양광,83,248.442684
고흥,2024.5.30,고흥만 수상태양광,83,2.485224
고흥,2024.5.31,고흥만 수상태양광,83,368.144784
고흥,2024.6.1,고흥만 수상태양광,83,350.91882
고흥,2024.6.2,고흥만 수상태양광,83,349.985328
고흥,2024.6.3,고흥만 수상태양광,83,381.458112
고흥,2024.6.4,고흥만 수상태양광,83,364.440636
고흥,2024.6.5,고흥만 수상태양광,83,312.281844
고흥,2024.6.6,고흥만 수상태양광,83,164.682
고흥,2024.6.7,고흥만 수상태양광,83,258.364512
고흥,2024.6.8,고흥만 수상태양광,83,47.239668
고흥,2024.6.9,고흥만 수상태양광,83,304.200204
고흥,2024.6.10,고흥만 수상태양광,83,368.333784
고흥,2024.6.11,고흥만 수상태양광,83,347.814096
고흥,2024.6.12,고흥만 수상태양광,83,371.137956
고흥,2024.6.13,고흥만 수상태양광,83,390.008724
고흥,2024.6.14,고흥만 수상태양광,83,358.24698
고흥,2024.6.15,고흥만 수상태양광,83,351.467424
고흥,2024.6.16,고흥만 수상태양광,83,376.43634
고흥,2024.6.17,고흥만 수상태양광,83,152.955516
고흥,2024.6.18,고흥만 수상태양광,83,394.250388
고흥,2024.6.19,고흥만 수상태양광,83,344.393364
고흥,2024.6.20,고흥만 수상태양광,83,40.52958
고흥,2024.6.21,고흥만 수상태양광,83,332.975748
고흥,2024.6.22,고흥만 수상태양광,83,38.993304
고흥,2024.6.23,고흥만 수상태양광,83,176.159928
고흥,2024.6.24,고흥만 수상태양광,83,196.437024
고흥,2024.6.25,고흥만 수상태양광,83,256.101804
고흥,2024.6.26,고흥만 수상태양광,83,348.028632
고흥,2024.6.27,고흥만 수상태양광,83,74.215764
고흥,2024.6.28,고흥만 수상태양광,83,376.841052
고흥,2024.6.29,고흥만 수상태양광,83,44.324868
고흥,2024.6.30,고흥만 수상태양광,83,71.567664
고흥,2024.7.1,고흥만 수상태양광,83,303.555252
고흥,2024.7.2,고흥만 수상태양광,83,182.4627
고흥,2024.7.3,고흥만 수상태양광,83,309.127812
고흥,2024.7.4,고흥만 수상태양광,83,363.269844
고흥,2024.7.5,고흥만 수상태양광,83,370.087452
고흥,2024.7.6,고흥만 수상태양광,83,245.745024
고흥,2024.7.7,고흥만 수상태양광,83,118.828836
고흥,2024.7.8,고흥만 수상태양광,83,61.689852
고흥,2024.7.9,고흥만 수상태양광,83,116.470032
고흥,2024.7.10,고흥만 수상태양광,83,190.619436
고흥,2024.7.11,고흥만 수상태양광,83,159.07584
고흥,2024.7.12,고흥만 수상태양광,83,353.439996
고흥,2024.7.13,고흥만 수상태양광,83,172.595472
고흥,2024.7.14,고흥만 수상태양광,83,79.684332
고흥,2024.7.15,고흥만 수상태양광,83,112.201656
고흥,2024.7.16,고흥만 수상태양광,83,38.42286
고흥,2024.7.17,고흥만 수상태양광,83,209.686512
고흥,2024.7.18,고흥만 수상태양광,83,148.272936
고흥,2024.7.19,고흥만 수상태양광,83,168.018732
고흥,2024.7.20,고흥만 수상태양광,83,264.819912
고흥,2024.7.21,고흥만 수상태양광,83,305.47146
고흥,2024.7.22,고흥만 수상태양광,83,296.481696
고흥,2024.7.23,고흥만 수상태양광,83,208.291104
고흥,2024.7.24,고흥만 수상태양광,83,325.741416
고흥,2024.7.25,고흥만 수상태양광,83,291.04698
고흥,2024.7.26,고흥만 수상태양광,83,179.519424
고흥,2024.7.27,고흥만 수상태양광,83,283.96032
고흥,2024.7.28,고흥만 수상태양광,83,346.266396
고흥,2024.7.29,고흥만 수상태양광,83,382.687536
고흥,2024.7.30,고흥만 수상태양광,83,389.097324
고흥,2024.7.31,고흥만 수상태양광,83,292.432896
고흥,2024.8.1,고흥만 수상태양광,83,272.255256
고흥,2024.8.2,고흥만 수상태양광,83,313.063044
고흥,2024.8.3,고흥만 수상태양광,83,363.941256
고흥,2024.8.4,고흥만 수상태양광,83,378.740292
고흥,2024.8.5,고흥만 수상태양광,83,320.023452
고흥,2024.8.6,고흥만 수상태양광,83,345.099888
고흥,2024.8.7,고흥만 수상태양광,83,366.451764
고흥,2024.8.8,고흥만 수상태양광,83,323.228556
고흥,2024.8.9,고흥만 수상태양광,83,364.896924
고흥,2024.8.10,고흥만 수상태양광,83,290.42328
고흥,2024.8.11,고흥만 수상태양광,83,374.232768
고흥,2024.8.12,고흥만 수상태양광,83,334.8261
고흥,2024.8.13,고흥만 수상태양광,83,326.075316
고흥,2024.8.14,고흥만 수상태양광,83,329.764176
고흥,2024.8.15,고흥만 수상태양광,83,271.761756
고흥,2024.8.16,고흥만 수상태양광,83,291.61902
고흥,2024.8.17,고흥만 수상태양광,83,215.034204
고흥,2024.8.18,고흥만 수상태양광,83,231.734496
고흥,2024.8.19,고흥만 수상태양광,83,300.673044
고흥,2024.8.20,고흥만 수상태양광,83,162.987132
고흥,2024.8.21,고흥만 수상태양광,83,227.491152
고흥,2024.8.22,고흥만 수상태양광,83,186.203304
고흥,2024.8.23,고흥만 수상태양광,83,355.562676
고흥,2024.8.24,고흥만 수상태양광,83,353.410848
고흥,2024.8.25,고흥만 수상태양광,83,354.071424
고흥,2024.8.26,고흥만 수상태양광,83,275.721264
고흥,2024.8.27,고흥만 수상태양광,83,206.381784
고흥,2024.8.28,고흥만 수상태양광,83,371.080332
고흥,2024.8.29,고흥만 수상태양광,83,335.357316
고흥,2024.8.30,고흥만 수상태양광,83,376.321176
고흥,2024.8.31,고흥만 수상태양광,83,381.654504
고흥,2024.9.1,고흥만 수상태양광,83,353.260824
고흥,2024.9.2,고흥만 수상태양광,83,249.848004
고흥,2024.9.3,고흥만 수상태양광,83,187.958652
고흥,2024.9.4,고흥만 수상태양광,83,323.255856
고흥,2024.9.5,고흥만 수상태양광,83,358.113756
고흥,2024.9.6,고흥만 수상태양광,83,179.830476
고흥,2024.9.7,고흥만 수상태양광,83,177.579276
고흥,2024.9.8,고흥만 수상태양광,83,355.881372
고흥,2024.9.9,고흥만 수상태양광,83,280.976808
고흥,2024.9.10,고흥만 수상태양광,83,329.51688
고흥,2024.9.11,고흥만 수상태양광,83,98.895804
고흥,2024.9.12,고흥만 수상태양광,83,230.302632
고흥,2024.9.13,고흥만 수상태양광,83,268.998072
고흥,2024.9.14,고흥만 수상태양광,83,328.316772
고흥,2024.9.15,고흥만 수상태양광,83,260.390928
고흥,2024.9.16,고흥만 수상태양광,83,108.308424
고흥,2024.9.17,고흥만 수상태양광,83,202.284516
고흥,2024.9.18,고흥만 수상태양광,83,256.74684
고흥,2024.9.19,고흥만 수상태양광,83,346.558632
고흥,2024.9.20,고흥만 수상태양광,83,66.073896
고흥,2024.9.21,고흥만 수상태양광,83,69.522432
고흥,2024.9.22,고흥만 수상태양광,83,96.208728
고흥,2024.9.23,고흥만 수상태양광,83,285.358416
고흥,2024.9.24,고흥만 수상태양광,83,292.201224
고흥,2024.9.25,고흥만 수상태양광,83,312.481344
고흥,2024.9.26,고흥만 수상태양광,83,294.980448
고흥,2024.9.27,고흥만 수상태양광,83,324.108036
고흥,2024.9.28,고흥만 수상태양광,83,327.143628
고흥,2024.9.29,고흥만 수상태양광,83,311.678724
고흥,2024.9.30,고흥만 수상태양광,83,337.977276
고흥,2024.10.1,고흥만 수상태양광,83,209.556732
고흥,2024.10.2,고흥만 수상태양광,83,340.3092
고흥,2024.10.3,고흥만 수상태양광,83,95.13546
고흥,2024.10.4,고흥만 수상태양광,83,366.719892
고흥,2024.10.5,고흥만 수상태양광,83,294.880404
고흥,2024.10.6,고흥만 수상태양광,83,91.631064
고흥,2024.10.7,고흥만 수상태양광,83,105.71442
고흥,2024.10.8,고흥만 수상태양광,83,305.29758
고흥,2024.10.9,고흥만 수상태양광,83,232.721076
고흥,2024.10.10,고흥만 수상태양광,83,290.44974
고흥,2024.10.11,고흥만 수상태양광,83,326.786628
고흥,2024.10.12,고흥만 수상태양광,83,308.056728
고흥,2024.10.13,고흥만 수상태양광,83,227.470572
고흥,2024.10.14,고흥만 수상태양광,83,30.702
고흥,2024.10.15,고흥만 수상태양광,83,134.600424
고흥,2024.10.16,고흥만 수상태양광,83,252.605892
고흥,2024.10.17,고흥만 수상태양광,83,98.13636
고흥,2024.10.18,고흥만 수상태양광,83,82.109076
고흥,2024.10.19,고흥만 수상태양광,83,211.435308
고흥,2024.10.20,고흥만 수상태양광,83,219.012528
고흥,2024.10.21,고흥만 수상태양광,83,179.689524
고흥,2024.10.22,고흥만 수상태양광,83,45.23694
고흥,2024.10.23,고흥만 수상태양광,83,291.796596
고흥,2024.10.24,고흥만 수상태양광,83,330.37872
고흥,2024.10.25,고흥만 수상태양광,83,170.39064
고흥,2024.10.26,고흥만 수상태양광,83,292.023144
고흥,2024.10.27,고흥만 수상태양광,83,73.420956
고흥,2024.10.28,고흥만 수상태양광,83,195.14964
고흥,2024.10.29,고흥만 수상태양광,83,222.999084
고흥,2024.10.30,고흥만 수상태양광,83,276.608136
고흥,2024.10.31,고흥만 수상태양광,83,166.933116
고흥,2024.11.1,고흥만 수상태양광,83,14.26782
고흥,2024.11.2,고흥만 수상태양광,83,122.19396
고흥,2024.11.3,고흥만 수상태양광,83,285.364548
고흥,2024.11.4,고흥만 수상태양광,83,163.460808
고흥,2024.11.5,고흥만 수상태양광,83,268.875264
고흥,2024.11.6,고흥만 수상태양광,83,309.347808
고흥,2024.11.7,고흥만 수상태양광,83,297.591168
고흥,2024.11.8,고흥만 수상태양광,83,203.598948
고흥,2024.11.9,고흥만 수상태양광,83,206.00538
고흥,2024.11.10,고흥만 수상태양광,83,69.418944
고흥,2024.11.11,고흥만 수상태양광,83,277.314492
고흥,2024.11.12,고흥만 수상태양광,83,239.989092
고흥,2024.11.13,고흥만 수상태양광,83,251.094312
고흥,2024.11.14,고흥만 수상태양광,83,199.096296
고흥,2024.11.15,고흥만 수상태양광,83,84.927948
고흥,2024.11.16,고흥만 수상태양광,83,208.674648
고흥,2024.11.17,고흥만 수상태양광,83,126.222432
고흥,2024.11.18,고흥만 수상태양광,83,300.53184
고흥,2024.11.19,고흥만 수상태양광,83,234.028704
고흥,2024.11.20,고흥만 수상태양광,83,143.833536
고흥,2024.11.21,고흥만 수상태양광,83,192.2088
고흥,2024.11.22,고흥만 수상태양광,83,262.54326
고흥,2024.11.23,고흥만 수상태양광,83,250.932948
고흥,2024.11.24,고흥만 수상태양광,83,163.283736
고흥,2024.11.25,고흥만 수상태양광,83,136.202724
고흥,2024.11.26,고흥만 수상태양광,83,136.466736
고흥,2024.11.27,고흥만 수상태양광,83,99.934968
고흥,2024.11.28,고흥만 수상태양광,83,98.8596
고흥,2024.11.29,고흥만 수상태양광,83,122.407152
고흥,2024.11.30,고흥만 수상태양광,83,262.775184
고흥,2024.12.1,고흥만 수상태양광,83,158.79486
고흥,2024.12.2,고흥만 수상태양광,83,226.410744
고흥,2024.12.3,고흥만 수상태양광,83,227.29896
고흥,2024.12.4,고흥만 수상태양광,83,222.24804
고흥,2024.12.5,고흥만 수상태양광,83,208.636008
고흥,2024.12.6,고흥만 수상태양광,83,173.674452
고흥,2024.12.7,고흥만 수상태양광,83,130.339944
고흥,2024.12.8,고흥만 수상태양광,83,250.437264
고흥,2024.12.9,고흥만 수상태양광,83,211.941492
고흥,2024.12.10,고흥만 수상태양광,83,235.02486
고흥,2024.12.11,고흥만 수상태양광,83,144.364752
고흥,2024.12.12,고흥만 수상태양광,83,217.949676
고흥,2024.12.13,고흥만 수상태양광,83,128.586528
고흥,2024.12.14,고흥만 수상태양광,83,178.017756
고흥,2024.12.15,고흥만 수상태양광,83,92.852004
고흥,2024.12.16,고흥만 수상태양광,83,205.791348
고흥,2024.12.17,고흥만 수상태양광,83,206.899056
고흥,2024.12.18,고흥만 수상태양광,83,158.942952
고흥,2024.12.19,고흥만 수상태양광,83,242.948412
고흥,2024.12.20,고흥만 수상태양광,83,141.952608
고흥,2024.12.21,고흥만 수상태양광,83,129.438792
고흥,2024.12.22,고흥만 수상태양광,83,254.688588
고흥,2024.12.23,고흥만 수상태양광,83,242.091444
고흥,2024.12.24,고흥만 수상태양광,83,245.235732
고흥,2024.12.25,고흥만 수상태양광,83,139.217904
